Position,Gate,Params,Qubits,Suspiciousness,KickedOut
7,x,[],"(Qubit(QuantumRegister(8, 'q'), 7),)",0.0,No
8,cp,[-2.6998061866787286],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 0))",0.0,No
10,cp,[1.7671458676442586],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 2))",0.0,No
11,cp,[-2.748893571891069],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 3))",0.0,No
12,cp,[0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 4))",0.0,No
24,cp,[-0.39269908169872414],"(Qubit(QuantumRegister(8, 'q'), 3), Qubit(QuantumRegister(8, 'q'), 0))",0.0,No
53,,[],"(Qubit(QuantumRegister(8, 'q'), 7),)",0.0,No
15,swap,[],"(Qubit(QuantumRegister(8, 'q'), 1), Qubit(QuantumRegister(8, 'q'), 5))",0.0,No
17,swap,[],"(Qubit(QuantumRegister(8, 'q'), 0), Qubit(QuantumRegister(8, 'q'), 6))",0.0,No
18,h,[],"(Qubit(QuantumRegister(8, 'q'), 0),)",0.0,No
19,cp,[-1.5707963267948966],"(Qubit(QuantumRegister(8, 'q'), 1), Qubit(QuantumRegister(8, 'q'), 0))",0.0,No
20,h,[],"(Qubit(QuantumRegister(8, 'q'), 1),)",0.0,No
21,cp,[-0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 2), Qubit(QuantumRegister(8, 'q'), 0))",0.0,No
22,cp,[-1.5707963267948966],"(Qubit(QuantumRegister(8, 'q'), 2), Qubit(QuantumRegister(8, 'q'), 1))",0.0,No
16,cp,[3.141592653589793],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 6))",-69.46709532904717,No
33,cp,[-0.09817477042468103],"(Qubit(QuantumRegister(8, 'q'), 5), Qubit(QuantumRegister(8, 'q'), 0))",-77.53061378973595,No
47,,[],"(Qubit(QuantumRegister(8, 'q'), 1),)",-103.54801376132761,No
36,cp,[-0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 5), Qubit(QuantumRegister(8, 'q'), 3))",-139.95481520430187,No
9,cp,[0.8835729338221293],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 1))",-147.42679203143828,No
42,cp,[-0.39269908169872414],"(Qubit(QuantumRegister(8, 'q'), 6), Qubit(QuantumRegister(8, 'q'), 3))",-147.55349792557215,No
23,h,[],"(Qubit(QuantumRegister(8, 'q'), 2),)",-192.37869288197933,No
25,cp,[-0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 3), Qubit(QuantumRegister(8, 'q'), 1))",-206.16161276747735,No
