Position,Gate,Params,Qubits,Suspiciousness,KickedOut
10,cp,[1.7671458676442586],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 2))",0.0,No
50,,[],"(Qubit(QuantumRegister(8, 'q'), 3),)",-1.48582803568911,No
40,cp,[-0.04908738521234052],"(Qubit(QuantumRegister(8, 'q'), 6), Qubit(QuantumRegister(8, 'q'), 0))",-3.125558527327428,No
28,h,[],"(Qubit(QuantumRegister(8, 'q'), 3),)",-7.0595222218173035,No
37,cp,[-0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 5), Qubit(QuantumRegister(8, 'q'), 3))",-21.710875309413666,No
12,cp,[0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 7), Qubit(QuantumRegister(8, 'q'), 4))",-31.932617800582534,No
22,cp,[-1.5707963267948966],"(Qubit(QuantumRegister(8, 'q'), 2), Qubit(QuantumRegister(8, 'q'), 1))",-40.849513252130635,No
41,cp,[-0.09817477042468103],"(Qubit(QuantumRegister(8, 'q'), 6), Qubit(QuantumRegister(8, 'q'), 1))",-47.645979231116485,No
45,cp,[-1.5707963267948966],"(Qubit(QuantumRegister(8, 'q'), 6), Qubit(QuantumRegister(8, 'q'), 5))",-54.43717323545155,No
54,,[],"(Qubit(QuantumRegister(8, 'q'), 7),)",-72.8728893935617,No
24,x,[],"(Qubit(QuantumRegister(8, 'q'), 2),)",-78.24413527194196,No
31,cp,[-0.7853981633974483],"(Qubit(QuantumRegister(8, 'q'), 4), Qubit(QuantumRegister(8, 'q'), 2))",-126.17817275137196,No
46,h,[],"(Qubit(QuantumRegister(8, 'q'), 6),)",-132.6058958521525,No
