file,shots,input,counts
grover_4,1024,'0000y',"{'1100': 54, '1001': 63, '0001': 55, '1111': 89, '0000': 83, '1000': 104, '0110': 57, '0100': 40, '1010': 47, '1101': 50, '0111': 122, '1011': 50, '0010': 69, '0101': 50, '0011': 50, '1110': 41}"
grover_4,1024,'0001y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'0010y',"{'1100': 117, '1011': 116, '0010': 57, '1101': 41, '1001': 56, '0101': 56, '0100': 103, '0000': 21, '1000': 35, '1110': 44, '0110': 69, '0001': 51, '0011': 128, '0111': 41, '1010': 57, '1111': 32}"
grover_4,1024,'0011y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'0100y',"{'1100': 54, '1010': 123, '0010': 135, '1101': 104, '1001': 56, '0101': 119, '0100': 40, '0000': 21, '1000': 35, '1110': 44, '0110': 69, '0001': 51, '1011': 50, '0111': 41, '0011': 50, '1111': 32}"
grover_4,1024,'0101y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'0110y',"{'1100': 18, '1001': 159, '0001': 168, '1110': 145, '0110': 156, '0101': 18, '0000': 53, '1000': 67, '1111': 55, '0111': 82, '1011': 21, '1101': 16, '0010': 17, '1010': 17, '0011': 19, '0100': 13}"
grover_4,1024,'0111y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'1000y',"{'1100': 54, '1001': 132, '0001': 117, '1110': 98, '0110': 138, '0100': 40, '0000': 21, '1000': 35, '1010': 47, '1101': 50, '1011': 50, '0010': 69, '0101': 50, '0111': 41, '0011': 50, '1111': 32}"
grover_4,1024,'1001y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'1010y',"{'1100': 18, '1010': 152, '0010': 166, '1101': 140, '1001': 24, '0101': 146, '0000': 53, '1000': 67, '1111': 55, '0111': 82, '1011': 21, '0110': 28, '1110': 21, '0001': 19, '0011': 19, '0100': 13}"
grover_4,1024,'1011y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'1100y',"{'1100': 138, '1011': 153, '0011': 164, '1101': 20, '0010': 21, '1001': 24, '0100': 141, '0000': 53, '1000': 67, '1111': 55, '0111': 82, '0110': 28, '1110': 21, '0001': 19, '1010': 20, '0101': 18}"
grover_4,1024,'1101y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'1110y',"{'1100': 54, '1001': 63, '0001': 55, '1111': 89, '0000': 83, '1000': 104, '0110': 57, '0100': 40, '1010': 47, '1101': 50, '0111': 122, '1011': 50, '0010': 69, '0101': 50, '0011': 50, '1110': 41}"
grover_4,1024,'1111y',"{'1100': 64, '1010': 69, '0010': 73, '1110': 61, '0001': 68, '1001': 71, '0101': 67, '0100': 51, '0110': 72, '0000': 49, '1000': 65, '1101': 58, '1111': 51, '0111': 79, '1011': 59, '0011': 67}"
grover_4,1024,'0000z',"{'1111': 982, '1001': 4, '1101': 7, '1010': 6, '1011': 6, '1000': 3, '1110': 11, '1100': 5}"
grover_4,1024,'0001z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'0010z',"{'1011': 200, '1000': 201, '1101': 61, '1010': 224, '1001': 192, '1100': 77, '1110': 62, '1111': 7}"
grover_4,1024,'0011z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'0100z',"{'1101': 191, '1100': 204, '1000': 201, '1001': 192, '1011': 81, '1110': 62, '1010': 86, '1111': 7}"
grover_4,1024,'0101z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'0110z',"{'1101': 191, '1100': 204, '1001': 76, '1011': 227, '1010': 200, '1000': 57, '1110': 62, '1111': 7}"
grover_4,1024,'0111z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'1000z',"{'1101': 77, '1100': 204, '1000': 201, '1110': 176, '1010': 212, '1011': 81, '1001': 66, '1111': 7}"
grover_4,1024,'1001z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'1010z',"{'1101': 77, '1100': 204, '1001': 210, '1110': 176, '1011': 227, '1010': 66, '1000': 57, '1111': 7}"
grover_4,1024,'1011z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'1100z',"{'1101': 208, '1001': 210, '1110': 176, '1100': 73, '1010': 212, '1000': 57, '1011': 81, '1111': 7}"
grover_4,1024,'1101z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
grover_4,1024,'1110z',"{'1101': 208, '1000': 201, '1110': 176, '1100': 73, '1011': 227, '1010': 66, '1001': 66, '1111': 7}"
grover_4,1024,'1111z',"{'0110': 122, '0101': 128, '0001': 140, '0111': 112, '0000': 117, '0100': 136, '0010': 118, '0011': 151}"
