file,shots,input,counts
qwalk_5,1024,'01010x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'01011x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'01100x',"{'10101': 64, '10010': 69, '00010': 73, '11001': 61, '00001': 68, '10001': 71, '00110': 67, '00101': 51, '01001': 72, '00000': 49, '10000': 65, '10110': 58, '11101': 51, '01101': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'01101x',"{'10110': 64, '10011': 69, '00011': 73, '11011': 61, '00010': 68, '10010': 71, '00111': 67, '00110': 51, '01011': 72, '00000': 49, '10000': 65, '10111': 58, '11111': 51, '01111': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'01110x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'01111x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'10000x',"{'10101': 64, '10010': 69, '00010': 73, '11001': 61, '00001': 68, '10001': 71, '00110': 67, '00101': 51, '01001': 72, '00000': 49, '10000': 65, '10110': 58, '11101': 51, '01101': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'10001x',"{'10110': 64, '10011': 69, '00011': 73, '11011': 61, '00010': 68, '10010': 71, '00111': 67, '00110': 51, '01011': 72, '00000': 49, '10000': 65, '10111': 58, '11111': 51, '01111': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'10010x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'10011x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'10100x',"{'10110': 64, '10011': 69, '00011': 73, '11011': 61, '00010': 68, '10010': 71, '00111': 67, '00110': 51, '01011': 72, '00000': 49, '10000': 65, '10111': 58, '11111': 51, '01111': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'10101x',"{'10101': 64, '10010': 69, '00010': 73, '11001': 61, '00001': 68, '10001': 71, '00110': 67, '00101': 51, '01001': 72, '00000': 49, '10000': 65, '10110': 58, '11101': 51, '01101': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'10110x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'10111x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'11000x',"{'10110': 64, '10011': 69, '00011': 73, '11011': 61, '00010': 68, '10010': 71, '00111': 67, '00110': 51, '01011': 72, '00000': 49, '10000': 65, '10111': 58, '11111': 51, '01111': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'11001x',"{'10101': 64, '10010': 69, '00010': 73, '11001': 61, '00001': 68, '10001': 71, '00110': 67, '00101': 51, '01001': 72, '00000': 49, '10000': 65, '10110': 58, '11101': 51, '01101': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'11010x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'11011x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'11100x',"{'10101': 64, '10010': 69, '00010': 73, '11001': 61, '00001': 68, '10001': 71, '00110': 67, '00101': 51, '01001': 72, '00000': 49, '10000': 65, '10110': 58, '11101': 51, '01101': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'11101x',"{'10110': 64, '10011': 69, '00011': 73, '11011': 61, '00010': 68, '10010': 71, '00111': 67, '00110': 51, '01011': 72, '00000': 49, '10000': 65, '10111': 58, '11111': 51, '01111': 79, '10100': 59, '00100': 67}"
qwalk_5,1024,'11110x',"{'11010': 64, '11000': 69, '01000': 73, '11101': 61, '00101': 68, '10101': 71, '01100': 67, '01010': 51, '01101': 72, '00001': 49, '10001': 65, '11100': 58, '11110': 51, '01110': 79, '11001': 59, '01001': 67}"
qwalk_5,1024,'11111x',"{'11011': 64, '11000': 69, '01000': 73, '11110': 61, '00111': 68, '10111': 71, '01100': 67, '01011': 51, '01110': 72, '00011': 49, '10011': 65, '11100': 58, '11111': 51, '01111': 79, '11010': 59, '01010': 67}"
qwalk_5,1024,'00000y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'00001y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'00010y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'00011y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'00100y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'00101y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'00110y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'00111y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'01000y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'01001y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'01010y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'01011y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'01100y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'01101y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'01110y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'01111y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'10000y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'10001y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'10010y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'10011y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'10100y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'10101y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'10110y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'10111y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'11000y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'11001y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'11010y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'11011y',"{'11000': 27, '10101': 69, '00101': 73, '11100': 28, '00011': 39, '10010': 34, '01010': 67, '01000': 25, '01100': 35, '00001': 49, '10001': 65, '11010': 58, '11110': 51, '01110': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'11100y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'11101y',"{'11001': 64, '10100': 40, '00100': 36, '11101': 61, '00010': 68, '10010': 71, '01011': 35, '01001': 51, '01101': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10110': 59, '01010': 32, '10001': 31, '01111': 36, '00110': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'11110y',"{'11000': 64, '10100': 40, '00100': 36, '11100': 61, '00011': 68, '10011': 71, '01011': 35, '01000': 51, '01100': 72, '00000': 19, '10000': 34, '10101': 29, '11010': 34, '11110': 25, '01110': 43, '00001': 30, '10111': 59, '01010': 32, '10001': 31, '01111': 36, '00111': 67, '11111': 26, '11011': 24, '00101': 37}"
qwalk_5,1024,'11111y',"{'11000': 27, '10100': 69, '00100': 73, '11100': 28, '00011': 39, '10010': 34, '01011': 67, '01000': 25, '01100': 35, '00000': 49, '10000': 65, '11011': 58, '11111': 51, '01111': 79, '00010': 29, '10111': 32, '01101': 37, '11001': 37, '11101': 33, '01001': 26, '10110': 27, '00110': 40, '10011': 37, '00111': 27}"
qwalk_5,1024,'00000z',"{'01110': 122, '00111': 533, '00101': 140, '01111': 112, '00100': 117}"
qwalk_5,1024,'00001z',"{'11110': 122, '10111': 533, '10101': 140, '11111': 112, '10100': 117}"
qwalk_5,1024,'00010z',"{'01110': 122, '01100': 533, '00101': 140, '01111': 112, '00100': 117}"
qwalk_5,1024,'00011z',"{'11110': 122, '11101': 533, '10101': 140, '11111': 112, '10100': 117}"
qwalk_5,1024,'00100z',"{'01000': 122, '00011': 128, '00000': 526, '01001': 112, '00010': 136}"
qwalk_5,1024,'00101z',"{'11000': 122, '10011': 128, '10000': 526, '11001': 112, '10010': 136}"
qwalk_5,1024,'00110z',"{'01010': 498, '00011': 140, '00010': 117, '01000': 118, '01001': 151}"
qwalk_5,1024,'00111z',"{'11011': 498, '10011': 140, '10010': 117, '11000': 118, '11001': 151}"
qwalk_5,1024,'01000z',"{'01100': 122, '00111': 128, '00100': 526, '01101': 112, '00110': 136}"
qwalk_5,1024,'01001z',"{'11100': 122, '10111': 128, '10100': 526, '11101': 112, '10110': 136}"
qwalk_5,1024,'01010z',"{'01110': 498, '00111': 140, '00110': 117, '01100': 118, '01101': 151}"
qwalk_5,1024,'01011z',"{'11111': 498, '10111': 140, '10110': 117, '11100': 118, '11101': 151}"
qwalk_5,1024,'01100z',"{'01010': 122, '00010': 533, '00001': 140, '01011': 112, '00000': 117}"
qwalk_5,1024,'01101z',"{'11010': 122, '10010': 533, '10001': 140, '11011': 112, '10000': 117}"
qwalk_5,1024,'01110z',"{'01010': 122, '01001': 533, '00001': 140, '01011': 112, '00000': 117}"
qwalk_5,1024,'01111z',"{'11010': 122, '11000': 533, '10001': 140, '11011': 112, '10000': 117}"
qwalk_5,1024,'10000z',"{'01110': 122, '00110': 533, '00101': 140, '01111': 112, '00100': 117}"
qwalk_5,1024,'10001z',"{'11110': 122, '10110': 533, '10101': 140, '11111': 112, '10100': 117}"
qwalk_5,1024,'10010z',"{'01110': 122, '01101': 533, '00101': 140, '01111': 112, '00100': 117}"
qwalk_5,1024,'10011z',"{'11110': 122, '11100': 533, '10101': 140, '11111': 112, '10100': 117}"
qwalk_5,1024,'10100z',"{'01000': 122, '00011': 128, '00001': 526, '01001': 112, '00010': 136}"
qwalk_5,1024,'10101z',"{'11000': 122, '10011': 128, '10001': 526, '11001': 112, '10010': 136}"
qwalk_5,1024,'10110z',"{'01011': 498, '00011': 140, '00010': 117, '01000': 118, '01001': 151}"
qwalk_5,1024,'10111z',"{'11010': 498, '10011': 140, '10010': 117, '11000': 118, '11001': 151}"
qwalk_5,1024,'11000z',"{'01100': 122, '00111': 128, '00101': 526, '01101': 112, '00110': 136}"
qwalk_5,1024,'11001z',"{'11100': 122, '10111': 128, '10101': 526, '11101': 112, '10110': 136}"
qwalk_5,1024,'11010z',"{'01111': 498, '00111': 140, '00110': 117, '01100': 118, '01101': 151}"
qwalk_5,1024,'11011z',"{'11110': 498, '10111': 140, '10110': 117, '11100': 118, '11101': 151}"
qwalk_5,1024,'11100z',"{'01010': 122, '00011': 533, '00001': 140, '01011': 112, '00000': 117}"
qwalk_5,1024,'11101z',"{'11010': 122, '10011': 533, '10001': 140, '11011': 112, '10000': 117}"
qwalk_5,1024,'11110z',"{'01010': 122, '01000': 533, '00001': 140, '01011': 112, '00000': 117}"
qwalk_5,1024,'11111z',"{'11010': 122, '11001': 533, '10001': 140, '11011': 112, '10000': 117}"
