file,shots,input,counts
qaoa_6,1024,'001010x',"{'101101': 9, '011101': 99, '001001': 23, '111100': 87, '000110': 64, '011011': 7, '010100': 292, '010010': 30, '000000': 22, '100010': 15, '110110': 71, '000101': 39, '101011': 9, '110000': 9, '100100': 19, '010001': 66, '100001': 8, '111111': 7, '101110': 7, '101000': 20, '110011': 8, '110101': 20, '111010': 10, '100111': 4, '011110': 12, '111001': 6, '001010': 14, '011000': 16, '001111': 10, '001100': 11, '010111': 7, '000011': 3}"
qaoa_6,1024,'001011x',"{'110100': 356, '010101': 19, '111011': 20, '001101': 11, '100110': 48, '100000': 45, '101001': 21, '000001': 11, '111101': 55, '110001': 73, '000100': 31, '000111': 7, '010110': 45, '001110': 15, '010000': 22, '100101': 32, '101111': 13, '110010': 25, '011100': 51, '001011': 9, '111110': 27, '111000': 24, '101010': 12, '011111': 12, '110111': 15, '000010': 4, '001000': 7, '101100': 6, '011010': 7, '011001': 1}"
qaoa_6,1024,'001100x',"{'100100': 38, '011110': 82, '001010': 28, '101110': 68, '001001': 37, '011000': 41, '001100': 371, '000000': 13, '010010': 22, '101101': 38, '110101': 8, '000101': 31, '010100': 25, '101000': 27, '110000': 6, '011101': 40, '001111': 13, '000110': 25, '111111': 23, '011011': 11, '100010': 18, '100111': 11, '110011': 10, '000011': 9, '010001': 5, '111100': 12, '111001': 5, '100001': 6, '101011': 1}"
qaoa_6,1024,'001101x',"{'101100': 361, '001110': 67, '111011': 9, '001000': 23, '100110': 39, '011111': 15, '000010': 12, '110001': 19, '111110': 48, '101010': 29, '000100': 57, '101001': 37, '001101': 24, '100011': 10, '101111': 19, '111101': 34, '100000': 29, '010101': 14, '111000': 37, '100101': 48, '011001': 10, '110010': 10, '110111': 4, '010000': 8, '010110': 13, '010011': 14, '000001': 3, '011100': 24, '110100': 7}"
qaoa_6,1024,'001110x',"{'101010': 11, '011100': 384, '001110': 67, '111011': 9, '001000': 65, '010110': 22, '000010': 12, '110001': 19, '111110': 48, '101001': 17, '101100': 36, '001101': 24, '011001': 39, '101111': 19, '000100': 15, '111101': 34, '011111': 17, '010000': 40, '110100': 35, '100101': 7, '011010': 33, '100110': 1, '010101': 26, '110111': 7, '100000': 7, '110010': 10, '100011': 5, '010011': 6, '000001': 3, '111000': 6}"
qaoa_6,1024,'001111x',"{'111100': 332, '010001': 8, '001100': 66, '111001': 42, '101000': 89, '011110': 27, '000101': 6, '110011': 23, '110000': 74, '010100': 98, '101110': 45, '010010': 5, '110101': 36, '001111': 27, '001010': 8, '100010': 8, '000110': 7, '111111': 35, '111010': 13, '100100': 4, '101101': 10, '101011': 5, '010111': 4, '011000': 7, '100001': 9, '100111': 4, '000000': 2, '110110': 11, '011011': 7, '011101': 5, '001001': 6, '000011': 1}"
qaoa_6,1024,'010000x',"{'100101': 15, '010110': 90, '000010': 289, '110010': 55, '010000': 23, '000111': 99, '000001': 21, '001101': 28, '011010': 10, '101010': 81, '110100': 15, '001011': 100, '001000': 18, '101001': 5, '000100': 18, '011111': 13, '011001': 11, '111110': 12, '101111': 13, '100110': 10, '100000': 21, '100011': 7, '011100': 9, '101100': 7, '110001': 3, '111000': 11, '110111': 4, '001110': 11, '010101': 6, '111011': 5, '111101': 7, '010011': 7}"
qaoa_6,1024,'010001x',"{'101011': 84, '100111': 111, '001010': 65, '110110': 76, '001001': 27, '100100': 24, '100010': 294, '011101': 10, '000000': 22, '101000': 33, '110000': 56, '000011': 24, '000101': 18, '101101': 8, '100001': 11, '010010': 42, '111111': 7, '010100': 15, '110101': 8, '000110': 9, '110011': 4, '010001': 15, '111100': 4, '001111': 12, '001100': 9, '011110': 4, '111001': 7, '111010': 6, '101110': 7, '010111': 6, '011000': 2, '011011': 4}"
qaoa_6,1024,'010010x',"{'100010': 39, '011011': 107, '001001': 21, '111001': 11, '000110': 63, '010111': 83, '010010': 275, '000000': 22, '110000': 56, '111010': 71, '000011': 24, '000101': 18, '101000': 18, '101101': 8, '011101': 7, '010100': 46, '111111': 7, '011000': 25, '100100': 4, '101011': 17, '110101': 8, '100001': 9, '100111': 3, '001010': 17, '110011': 4, '011110': 9, '010001': 15, '111100': 4, '001111': 12, '001100': 9, '110110': 7, '101110': 5}"
qaoa_6,1024,'010011x',"{'110010': 270, '010000': 72, '111011': 66, '100011': 28, '011010': 60, '100101': 37, '000001': 14, '110111': 76, '111101': 21, '100110': 90, '000010': 30, '001011': 2, '010011': 32, '110100': 22, '100000': 67, '101001': 5, '011001': 40, '101010': 9, '001110': 6, '111110': 25, '111000': 19, '000100': 4, '001000': 3, '010110': 8, '010101': 8, '011111': 1, '001101': 3, '101111': 3, '011100': 1, '101100': 2}"
qaoa_6,1024,'010100x',"{'011110': 76, '011000': 52, '001010': 367, '110011': 9, '000110': 33, '001111': 83, '000000': 13, '101000': 30, '111010': 33, '000011': 37, '000101': 19, '100010': 32, '001001': 23, '100100': 15, '001100': 32, '010100': 26, '011011': 11, '111111': 23, '010010': 19, '101011': 26, '100001': 5, '100111': 12, '101110': 7, '110000': 6, '111100': 10, '110101': 7, '111001': 9, '010001': 8, '010111': 1}"
qaoa_6,1024,'010101x',"{'101111': 68, '101010': 276, '001000': 83, '111011': 33, '000100': 26, '100011': 83, '011010': 22, '000010': 55, '110111': 6, '111110': 58, '100110': 33, '000111': 42, '101100': 27, '011111': 26, '011100': 25, '001011': 24, '100101': 1, '110010': 5, '111000': 55, '110100': 3, '110001': 7, '100000': 32, '001101': 7, '010000': 6, '111101': 2, '000001': 2, '010101': 6, '011001': 1, '101001': 6, '010110': 4}"
qaoa_6,1024,'010110x',"{'011111': 60, '011010': 388, '001011': 38, '111000': 47, '001000': 65, '010011': 33, '000010': 12, '011100': 25, '101111': 26, '111011': 27, '001101': 15, '100011': 7, '011001': 12, '101010': 19, '000100': 15, '010101': 11, '001110': 74, '111110': 16, '110010': 27, '010110': 16, '100000': 5, '101001': 19, '010000': 33, '110111': 9, '110100': 4, '000001': 3, '100101': 5, '111101': 5, '110001': 8}"
qaoa_6,1024,'010111x',"{'111010': 252, '110110': 51, '010010': 90, '110011': 64, '101000': 91, '011000': 96, '000101': 6, '101110': 60, '111100': 16, '101011': 53, '001010': 10, '001111': 9, '011110': 14, '011011': 17, '101101': 22, '010001': 10, '111111': 32, '110101': 10, '011101': 16, '100010': 6, '100100': 5, '100111': 6, '010100': 12, '000110': 5, '100001': 10, '111001': 8, '110000': 9, '000000': 3, '010111': 21, '001001': 6, '001100': 12, '000011': 2}"
qaoa_6,1024,'011000x',"{'100100': 38, '010100': 37, '000110': 361, '110011': 9, '001111': 83, '000000': 13, '011000': 12, '101110': 71, '110110': 37, '001010': 41, '000011': 37, '000101': 19, '001001': 21, '101000': 18, '011011': 12, '001100': 32, '010010': 36, '010111': 36, '111111': 23, '100010': 18, '100111': 22, '110000': 6, '111100': 10, '110101': 7, '100001': 6, '111001': 5, '010001': 8, '011110': 5, '101101': 1}"
qaoa_6,1024,'011001x',"{'101100': 31, '100110': 380, '001000': 21, '110100': 44, '000111': 39, '011111': 15, '000010': 12, '101111': 69, '110111': 30, '000100': 57, '001101': 15, '100011': 49, '100000': 29, '001110': 74, '111110': 16, '110010': 27, '101010': 20, '001011': 1, '100101': 9, '010101': 16, '101001': 10, '010000': 9, '000001': 3, '111011': 10, '010110': 11, '111101': 5, '110001': 8, '011001': 8, '010011': 3, '111000': 3}"
qaoa_6,1024,'011010x',"{'101100': 29, '011100': 33, '101010': 4, '000100': 76, '110111': 29, '010110': 289, '010011': 65, '000010': 55, '011111': 65, '110100': 60, '111110': 58, '101001': 7, '000111': 32, '101111': 32, '111011': 6, '100110': 26, '001011': 38, '011010': 30, '110010': 5, '110001': 7, '011001': 1, '001101': 7, '010000': 25, '111101': 2, '001000': 29, '000001': 2, '010101': 6, '111000': 2, '100000': 4}"
qaoa_6,1024,'011011x',"{'110110': 260, '010100': 95, '111010': 41, '110011': 64, '100010': 83, '011110': 45, '100100': 118, '000101': 6, '101101': 29, '111100': 16, '001010': 8, '001111': 9, '100111': 25, '011011': 5, '010001': 10, '111111': 32, '110101': 10, '101011': 15, '011101': 17, '100001': 9, '010010': 7, '000110': 8, '011000': 5, '101000': 11, '010111': 47, '110000': 9, '000000': 3, '111001': 10, '101110': 8, '001100': 12, '001001': 5, '000011': 2}"
qaoa_6,1024,'011100x',"{'011111': 35, '010000': 20, '001000': 37, '110001': 11, '000111': 29, '001110': 464, '000001': 9, '011010': 23, '101010': 31, '111011': 17, '000010': 24, '000100': 34, '001011': 32, '100000': 14, '100110': 35, '110111': 18, '010110': 29, '111110': 26, '101100': 22, '111000': 2, '101111': 24, '011100': 23, '011001': 2, '001101': 30, '010011': 5, '111101': 13, '110010': 4, '010101': 4, '100011': 1, '100101': 2, '110100': 2, '101001': 2}"
qaoa_6,1024,'011101x',"{'101110': 361, '001100': 93, '111001': 8, '000110': 87, '100010': 37, '011011': 9, '100100': 17, '000000': 16, '111100': 32, '101000': 47, '100111': 50, '001010': 8, '011110': 28, '111010': 32, '011101': 17, '101011': 33, '001111': 28, '111111': 19, '110000': 9, '010001': 12, '110110': 17, '110101': 4, '100001': 10, '101101': 16, '011000': 11, '010111': 12, '000011': 8, '110011': 3}"
qaoa_6,1024,'011110x',"{'011110': 373, '001100': 93, '110110': 30, '001010': 87, '011011': 46, '010010': 28, '000000': 16, '101101': 25, '111100': 32, '000110': 8, '100100': 9, '010111': 31, '101011': 23, '111010': 24, '011101': 25, '010100': 28, '001111': 28, '111111': 19, '110000': 9, '100001': 6, '100111': 14, '011000': 17, '010001': 12, '101110': 21, '110101': 4, '101000': 2, '000011': 8, '110011': 3, '111001': 3}"
qaoa_6,1024,'011111x',"{'111110': 267, '110111': 33, '010110': 87, '001110': 18, '110010': 66, '100110': 17, '011100': 72, '101010': 93, '000010': 8, '101100': 100, '111101': 32, '001000': 18, '001011': 9, '010011': 15, '011111': 18, '000111': 10, '011001': 18, '101001': 5, '111011': 15, '001101': 16, '100101': 13, '100011': 12, '011010': 9, '010101': 8, '111000': 10, '000100': 9, '110100': 5, '100000': 10, '101111': 12, '000001': 3, '010000': 11, '110001': 5}"
qaoa_6,1024,'100000x',"{'100011': 83, '011010': 23, '000001': 282, '110001': 14, '010101': 76, '001011': 9, '001101': 66, '010011': 106, '101001': 72, '110111': 11, '010000': 19, '100101': 9, '000100': 29, '110010': 19, '000010': 28, '100000': 10, '001110': 7, '111110': 7, '011001': 11, '001000': 23, '011100': 21, '100110': 22, '110100': 12, '010110': 7, '101111': 8, '101100': 11, '111101': 12, '111000': 7, '111011': 11, '011111': 6, '000111': 2, '101010': 1}"
qaoa_6,1024,'100001x',"{'101101': 38, '100100': 49, '001111': 8, '110101': 74, '001001': 38, '100001': 361, '000000': 13, '101000': 26, '110011': 76, '000011': 37, '000101': 19, '010001': 33, '110000': 30, '001010': 8, '101011': 31, '011000': 15, '111111': 23, '100010': 20, '101110': 6, '100111': 23, '011011': 7, '011110': 12, '001100': 6, '010100': 24, '010010': 26, '111100': 10, '111001': 5, '000110': 4, '011101': 1, '010111': 1}"
qaoa_6,1024,'100010x',"{'101000': 21, '011101': 47, '001111': 8, '111001': 74, '000110': 6, '011000': 46, '010001': 370, '000000': 13, '010100': 32, '100001': 22, '110011': 76, '000011': 37, '000101': 27, '001001': 28, '110000': 30, '001010': 8, '100010': 17, '010111': 33, '010010': 25, '011011': 21, '111111': 23, '101110': 6, '100111': 12, '001100': 6, '100100': 11, '011110': 8, '110101': 5, '111100': 10, '101101': 1, '101011': 1}"
qaoa_6,1024,'100011x',"{'110001': 475, '010011': 30, '111000': 25, '001110': 18, '101111': 20, '100011': 20, '000001': 20, '110010': 29, '111011': 33, '000010': 13, '000100': 20, '010000': 36, '100101': 28, '011001': 35, '001101': 1, '001000': 18, '111110': 14, '110111': 27, '101001': 26, '011111': 20, '101010': 5, '110100': 19, '010101': 35, '101100': 2, '100000': 23, '111101': 25, '000111': 2, '011010': 3, '100110': 1, '010110': 1}"
qaoa_6,1024,'100100x',"{'100001': 53, '011101': 86, '001001': 266, '101011': 68, '000101': 37, '011011': 106, '001010': 16, '001100': 66, '000000': 22, '011000': 23, '101000': 44, '110011': 8, '010001': 17, '000011': 24, '000110': 15, '001111': 13, '100010': 17, '101110': 11, '010010': 25, '010100': 21, '111111': 7, '100111': 9, '110000': 12, '011110': 7, '010111': 9, '111100': 4, '110110': 8, '100100': 5, '111001': 8, '101101': 6, '111010': 6, '110101': 5}"
qaoa_6,1024,'100101x',"{'101111': 32, '101001': 302, '001011': 80, '111011': 64, '001000': 33, '100011': 28, '011001': 24, '100101': 31, '000001': 54, '101100': 58, '110111': 29, '111101': 59, '110010': 6, '100000': 67, '110100': 40, '010000': 36, '101010': 4, '000100': 5, '010011': 33, '111000': 19, '000010': 3, '001101': 6, '011111': 1, '001110': 4, '010101': 2, '111110': 1, '011100': 1, '000111': 1, '010110': 1}"
qaoa_6,1024,'100110x',"{'101001': 23, '011100': 51, '001101': 39, '111000': 32, '001011': 51, '011001': 373, '010101': 22, '000001': 11, '011111': 29, '110001': 68, '111011': 55, '001000': 34, '101100': 6, '010000': 69, '111110': 7, '110010': 10, '101010': 9, '100000': 16, '101111': 7, '100110': 9, '010011': 24, '001110': 15, '110111': 15, '000010': 4, '011010': 11, '111101': 14, '010110': 9, '000100': 6, '000111': 5}"
qaoa_6,1024,'100111x',"{'111001': 345, '010001': 91, '001100': 10, '110110': 19, '101011': 34, '011101': 18, '101101': 32, '000000': 16, '110011': 28, '111100': 32, '110000': 98, '000110': 8, '001001': 37, '001111': 12, '110101': 30, '101000': 37, '111010': 24, '101110': 12, '100100': 10, '011000': 20, '111111': 19, '100111': 11, '011011': 32, '100001': 9, '010111': 26, '011110': 2, '000011': 8, '001010': 4}"
qaoa_6,1024,'101000x',"{'100111': 98, '010111': 92, '000101': 269, '101101': 67, '001010': 16, '001100': 66, '000000': 22, '010100': 45, '100010': 15, '101000': 26, '110011': 8, '010001': 71, '000011': 24, '001111': 13, '000110': 12, '101110': 11, '100100': 19, '100001': 8, '111111': 7, '001001': 37, '011101': 12, '110000': 12, '010010': 15, '011110': 10, '111100': 4, '110110': 8, '011000': 6, '111001': 7, '111010': 6, '110101': 6, '101011': 7, '011011': 5}"
qaoa_6,1024,'101001x',"{'101100': 45, '100101': 388, '001101': 39, '110111': 60, '000111': 47, '100000': 45, '000001': 11, '101001': 16, '110001': 68, '000100': 31, '101111': 27, '100011': 32, '101010': 13, '010110': 17, '111110': 7, '110010': 10, '011100': 6, '011111': 12, '110100': 26, '001011': 8, '001110': 15, '000010': 4, '100110': 5, '010101': 26, '111101': 14, '010000': 21, '111011': 16, '001000': 10, '011010': 5}"
qaoa_6,1024,'101010x',"{'101001': 9, '011111': 41, '100110': 2, '000111': 82, '111011': 29, '000100': 31, '011100': 81, '010101': 281, '010011': 22, '000001': 54, '100000': 20, '110111': 66, '111101': 59, '100101': 26, '110010': 6, '100011': 29, '010110': 11, '010000': 72, '101100': 3, '110100': 32, '111000': 25, '101111': 2, '000010': 3, '011001': 20, '001101': 6, '001000': 4, '001110': 4, '111110': 1, '011010': 1, '001011': 2}"
qaoa_6,1024,'101011x',"{'110101': 356, '010100': 32, '111001': 26, '001100': 10, '100111': 43, '100001': 62, '101011': 24, '000000': 16, '110011': 28, '111100': 32, '110000': 98, '000101': 39, '001111': 12, '100100': 18, '111010': 24, '101110': 12, '011101': 31, '111111': 19, '101101': 18, '011110': 9, '010001': 11, '110110': 12, '010111': 42, '000110': 6, '011000': 13, '011011': 18, '000011': 8, '010010': 1, '001010': 4}"
qaoa_6,1024,'101100x',"{'100101': 64, '011100': 33, '000111': 25, '101111': 62, '000100': 73, '011001': 79, '001101': 272, '000001': 19, '011111': 65, '101010': 10, '111101': 25, '000010': 25, '100110': 43, '110001': 6, '001000': 89, '011010': 38, '101001': 5, '111110': 21, '110111': 1, '110010': 3, '001011': 24, '101100': 19, '010000': 3, '010110': 5, '010101': 3, '110100': 3, '111011': 2, '111000': 3, '100000': 4}"
qaoa_6,1024,'101101x',"{'101101': 275, '001111': 62, '111001': 47, '000110': 12, '100100': 104, '011101': 33, '000101': 70, '101011': 44, '110011': 12, '111100': 16, '101000': 100, '001100': 13, '111010': 22, '100111': 26, '100010': 6, '010111': 17, '110000': 15, '111111': 32, '110110': 15, '100001': 10, '011000': 6, '011011': 3, '001010': 10, '010100': 8, '010001': 11, '010010': 15, '000000': 3, '001001': 14, '110101': 9, '011110': 5, '101110': 7, '000011': 2}"
qaoa_6,1024,'101110x',"{'101011': 18, '011101': 297, '001111': 62, '110110': 22, '001001': 85, '011000': 112, '010100': 70, '000101': 6, '110011': 12, '111100': 16, '011011': 20, '101101': 44, '001100': 13, '101000': 13, '111010': 22, '010111': 33, '110000': 15, '111111': 32, '110101': 41, '100010': 7, '100111': 2, '001010': 10, '100001': 8, '000110': 5, '011110': 9, '010001': 12, '010010': 14, '000000': 3, '111001': 8, '101110': 7, '100100': 4, '000011': 2}"
qaoa_6,1024,'101111x',"{'111101': 267, '111000': 103, '010000': 10, '001101': 59, '110111': 21, '101001': 78, '011111': 20, '000001': 6, '110100': 91, '110001': 18, '001000': 7, '001011': 18, '010011': 14, '101111': 29, '001110': 12, '100101': 12, '101010': 9, '100000': 13, '000010': 5, '110010': 25, '010101': 87, '111110': 32, '100011': 11, '010110': 5, '011001': 16, '000100': 5, '100110': 18, '111011': 9, '101100': 4, '011010': 3, '000111': 11, '011100': 6}"
qaoa_6,1024,'110000x',"{'100010': 10, '010111': 89, '000011': 351, '110011': 60, '010001': 39, '000101': 15, '000000': 26, '001111': 69, '011000': 7, '101011': 83, '001010': 47, '100001': 37, '000110': 41, '101000': 4, '011101': 8, '001100': 22, '001001': 13, '111100': 4, '010010': 9, '101101': 9, '100100': 5, '110000': 15, '011011': 5, '010100': 4, '100111': 3, '111111': 4, '011110': 8, '111010': 6, '110110': 10, '101110': 8, '111001': 8, '110101': 5}"
qaoa_6,1024,'110001x',"{'101010': 32, '100011': 382, '001011': 48, '110111': 60, '000100': 9, '011100': 5, '000001': 48, '100110': 39, '110001': 56, '000010': 26, '000111': 12, '101111': 38, '100000': 19, '010011': 33, '100101': 36, '111110': 7, '101001': 21, '110010': 15, '001000': 12, '001101': 16, '010000': 26, '111101': 14, '011010': 9, '001110': 15, '111011': 16, '010101': 12, '101100': 5, '011111': 4, '010110': 9}"
qaoa_6,1024,'110010x',"{'100011': 35, '011010': 57, '000111': 53, '110111': 21, '000100': 9, '010110': 40, '010011': 361, '000001': 48, '011111': 29, '110001': 56, '111011': 55, '000010': 26, '001000': 10, '101001': 11, '101100': 8, '011001': 33, '111110': 7, '100000': 16, '101010': 23, '110010': 15, '100110': 6, '001101': 16, '010000': 26, '010101': 16, '111101': 14, '001110': 15, '011100': 5, '001011': 9, '101111': 4}"
qaoa_6,1024,'110011x',"{'110011': 361, '010001': 84, '110110': 27, '100010': 42, '011101': 18, '000000': 16, '111010': 23, '100111': 52, '000110': 8, '001100': 5, '100001': 78, '000011': 12, '111001': 29, '101011': 26, '101101': 20, '011000': 14, '101110': 11, '001111': 9, '111111': 19, '110101': 20, '100100': 12, '001010': 12, '011011': 32, '010010': 47, '010111': 25, '110000': 7, '111100': 13, '011110': 2}"
qaoa_6,1024,'110100x',"{'011111': 60, '011001': 58, '000111': 31, '110001': 12, '000100': 29, '001110': 67, '001011': 366, '000001': 20, '011010': 25, '101001': 34, '111011': 27, '000010': 54, '001000': 26, '100011': 49, '110111': 8, '010110': 20, '111110': 16, '010101': 12, '101010': 14, '100000': 5, '100101': 10, '111000': 8, '010011': 9, '101111': 15, '001101': 14, '110010': 11, '110100': 10, '111101': 5, '010000': 9}"
qaoa_6,1024,'110101x',"{'101101': 40, '101011': 283, '001001': 101, '111001': 46, '000011': 89, '100010': 90, '010111': 22, '110011': 14, '111010': 37, '100111': 25, '100100': 6, '101110': 56, '011110': 14, '011011': 17, '001010': 10, '110000': 12, '111111': 32, '110110': 18, '011101': 16, '001111': 7, '010001': 13, '000110': 8, '100001': 11, '001100': 10, '101000': 15, '000000': 3, '010010': 4, '000101': 11, '110101': 8, '011000': 2, '010100': 2, '111100': 2}"
qaoa_6,1024,'110110x',"{'011110': 38, '011011': 378, '001010': 70, '110110': 6, '001001': 79, '011000': 5, '010010': 74, '000101': 6, '101110': 27, '111010': 9, '100010': 9, '101011': 10, '111001': 37, '000110': 7, '001111': 46, '111111': 35, '110011': 26, '010111': 11, '100001': 6, '100111': 5, '101000': 19, '010100': 10, '010001': 53, '110101': 19, '011101': 9, '000000': 2, '001100': 11, '111100': 4, '100100': 3, '110000': 7, '101101': 2, '000011': 1}"
qaoa_6,1024,'110111x',"{'111011': 267, '110100': 19, '010011': 97, '110010': 84, '100110': 21, '011001': 86, '101001': 91, '000001': 6, '101100': 20, '001000': 7, '001110': 5, '101111': 27, '011111': 34, '011100': 13, '000010': 5, '101010': 59, '111000': 9, '010000': 16, '111110': 20, '100101': 8, '110111': 19, '100011': 14, '001101': 6, '000100': 5, '100000': 13, '010110': 7, '110001': 11, '010101': 21, '111101': 13, '000111': 11, '001011': 8, '011010': 2}"
qaoa_6,1024,'111000x',"{'100101': 46, '010101': 47, '000111': 356, '110001': 12, '000100': 29, '001110': 67, '000001': 20, '010110': 12, '101010': 18, '110111': 30, '001000': 29, '000010': 54, '100110': 39, '011111': 17, '001011': 38, '010011': 51, '111110': 16, '101111': 46, '011001': 10, '101001': 13, '100000': 7, '001101': 14, '100011': 5, '111011': 10, '110010': 11, '110100': 10, '111101': 5, '010000': 9, '111000': 3}"
qaoa_6,1024,'111001x',"{'100111': 364, '000110': 65, '110101': 35, '100010': 93, '011110': 16, '000101': 70, '101110': 38, '111001': 23, '001001': 15, '101000': 9, '100001': 59, '001111': 46, '111111': 35, '110011': 26, '101011': 8, '101101': 20, '010010': 7, '010100': 10, '001010': 12, '100100': 6, '010001': 10, '000000': 2, '010111': 8, '001100': 11, '111100': 4, '110110': 11, '110000': 7, '011011': 6, '111010': 2, '011101': 4, '011000': 1, '000011': 1}"
qaoa_6,1024,'111010x',"{'100111': 24, '011101': 50, '000101': 94, '110110': 41, '000011': 89, '010111': 298, '010010': 62, '011110': 48, '110011': 14, '111010': 14, '101011': 14, '010100': 12, '101110': 8, '001010': 10, '011011': 25, '110000': 12, '111111': 32, '011000': 5, '110101': 42, '101000': 8, '100010': 7, '101101': 29, '111001': 12, '001111': 7, '010001': 14, '100001': 8, '000110': 12, '001100': 10, '001001': 14, '000000': 3, '100100': 4, '111100': 2}"
